Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,math
1,3,3,4,3,5,3,3,3,4,1,5,3,3,3,5,2,3,5,4,3,4,3,5,1,5,3,3,3,3,4,4,3,4,1,3,3,1,2,2,104.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
4,1,4,3,3,1,3,4,2,4,2,4,3,4,3,4,2,4,2,5,1,4,5,5,1,4,3,3,1,3,4,4,5,3,3,1,3,3,3,2,110.0
3,1,3,3,4,2,4,2,3,5,3,5,1,2,5,3,4,2,5,2,1,2,4,4,1,3,2,3,2,4,1,2,4,1,3,2,3,2,2,3,111.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0
1,1,1,2,5,5,4,0,2,3,1,5,5,3,1,4,1,5,4,4,2,4,3,4,1,5,3,4,3,3,4,3,5,5,3,1,3,2,5,4,144.0
3,5,1,5,1,4,4,1,2,5,4,3,2,2,5,4,4,5,3,4,2,2,2,3,1,3,1,4,1,4,1,3,5,1,2,5,2,4,1,2,100.0
5,3,5,2,4,3,4,2,5,4,3,4,4,3,4,1,3,5,1,3,2,3,5,5,1,5,3,5,1,4,3,2,4,2,3,3,3,5,1,3,98.0
3,2,2,1,4,4,4,5,3,3,2,5,5,4,1,5,1,4,2,4,1,5,4,4,2,4,3,3,1,3,4,3,5,5,3,2,3,3,5,3,119.0
4,2,3,4,4,4,4,3,4,2,4,1,2,4,4,2,4,4,5,4,4,4,2,2,4,1,4,2,2,4,2,4,4,1,4,4,2,3,1,3,114.0
3,1,2,4,4,2,3,4,3,4,4,4,3,3,2,4,2,2,2,4,2,4,4,4,2,4,3,3,2,3,3,4,3,4,3,2,4,3,4,4,118.0
5,2,5,2,1,1,5,2,4,4,5,4,1,1,5,1,4,2,4,3,2,2,5,3,2,4,1,4,3,3,3,1,4,2,5,1,4,5,4,5,116.0
0,2,4,2,3,2,2,4,3,3,1,3,5,2,2,3,2,3,4,5,0,4,4,3,1,5,4,3,3,2,3,3,3,5,3,3,3,2,4,3,80.0
2,1,5,3,4,2,2,4,2,4,2,2,3,2,2,5,2,3,5,4,3,4,5,2,1,2,1,5,1,2,3,2,4,3,3,2,2,1,4,4,125.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
1,2,2,3,1,4,2,2,0,0,3,5,2,3,2,1,3,5,5,3,2,2,2,5,1,2,1,2,1,1,1,4,1,2,2,5,1,4,1,2,94.0
5,2,4,4,2,2,5,2,5,4,4,4,2,2,4,2,1,2,2,2,2,4,4,4,4,4,2,5,2,2,4,2,2,2,3,4,1,5,2,2,109.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0
2,2,3,3,5,2,1,5,4,2,1,4,5,1,1,4,2,2,4,4,3,4,2,4,2,4,4,4,1,2,4,4,3,4,3,2,4,2,5,3,120.0
2,5,4,5,1,3,2,3,1,5,3,2,1,2,5,1,4,5,4,3,2,3,4,5,2,5,1,4,2,2,2,3,3,1,2,4,2,1,2,3,98.0
4,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,80.0
1,4,3,1,4,2,3,4,3,2,5,2,4,3,2,2,1,3,4,3,3,3,4,5,1,4,5,5,2,3,5,3,2,4,3,3,3,1,4,4,112.0
5,3,5,3,3,1,4,1,5,3,5,2,1,1,5,1,5,3,4,2,1,1,5,5,1,5,4,2,1,2,3,1,3,1,3,3,2,5,1,4,105.0
2,3,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,131.0
1,1,2,1,5,2,3,5,3,2,1,3,5,1,2,5,1,3,3,3,2,4,4,3,2,5,5,2,1,2,5,2,4,5,3,1,2,1,4,3,130.0
0,1,1,4,2,2,4,4,5,5,1,4,4,1,2,5,2,1,3,3,4,5,2,5,1,5,2,3,1,3,1,1,3,5,2,3,3,2,4,3,134.0
4,5,3,5,1,5,5,1,1,5,5,5,2,3,1,1,1,5,5,2,1,5,3,5,1,5,1,5,1,1,4,5,5,1,3,1,1,1,1,5,99.0
1,3,1,5,1,3,1,3,1,4,4,5,1,3,2,2,3,4,2,3,1,2,3,4,1,5,2,3,1,1,1,5,2,2,3,4,4,1,1,3,102.0
3,2,3,3,3,2,3,3,4,4,4,4,4,2,3,4,3,3,3,4,3,4,4,4,2,4,3,3,2,3,3,3,3,4,3,2,3,2,4,3,116.0
2,1,1,2,5,4,2,4,5,3,1,5,4,4,2,5,1,2,5,4,2,5,3,4,1,5,3,3,2,1,2,3,3,4,2,1,4,3,5,2,120.0
3,5,5,5,1,2,4,3,1,5,4,2,1,2,4,1,4,5,4,3,2,4,5,3,1,4,1,3,2,3,2,3,4,2,1,3,4,2,2,5,107.0
4,5,1,4,1,2,5,1,1,5,4,3,1,4,5,4,5,5,5,1,1,2,4,3,1,5,1,4,3,4,1,5,5,1,2,4,4,2,3,2,97.0
1,1,5,2,3,2,1,5,4,2,5,3,4,1,1,5,1,3,4,3,1,5,5,5,1,5,5,5,1,1,3,1,4,5,3,1,3,2,5,3,121.0
2,5,2,5,1,3,4,1,2,5,5,4,2,2,4,4,5,4,4,1,1,1,4,2,2,5,1,4,1,2,1,2,5,1,3,5,3,1,1,4,103.0
4,1,4,3,3,2,4,4,2,3,1,2,2,2,2,5,1,2,2,3,2,4,5,4,1,4,3,3,1,3,3,2,3,4,3,2,4,4,4,0,102.0
2,3,3,4,3,4,1,2,3,4,4,3,3,3,4,3,3,2,1,3,1,2,2,4,1,4,2,0,1,3,1,4,3,2,2,3,4,3,2,3,126.0
1,1,4,2,4,5,4,4,5,2,2,4,4,2,2,3,2,2,4,4,1,4,3,5,1,5,5,5,1,4,5,2,2,4,1,2,5,1,5,2,114.0
3,2,5,3,4,2,3,3,4,3,5,3,3,3,2,4,1,2,3,3,2,3,3,4,3,5,4,3,1,3,3,3,3,4,5,2,3,1,4,4,113.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
1,1,4,1,5,2,5,4,2,1,2,4,5,3,1,3,1,2,1,3,2,4,3,5,1,4,5,3,2,2,5,4,1,4,4,1,2,1,4,3,122.0
3,1,4,5,1,5,3,1,1,5,1,5,1,1,5,1,5,5,1,1,1,1,5,5,1,5,1,1,1,2,1,3,3,1,5,1,1,3,1,5,105.0
5,3,4,3,3,3,2,2,3,4,4,5,3,3,5,4,4,3,4,2,2,2,4,4,1,4,2,4,4,2,2,3,2,2,3,3,3,4,2,2,100.0
2,3,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,148.0
5,1,5,3,5,3,5,1,5,1,5,4,4,4,5,1,5,1,4,4,3,4,5,4,1,5,5,4,2,4,4,2,5,1,5,1,3,5,2,5,101.0
3,5,5,3,4,2,3,1,1,5,1,3,1,5,2,1,5,5,1,1,1,1,3,5,1,5,2,3,1,1,3,5,3,1,2,4,1,3,4,3,94.0
3,5,3,5,4,3,3,3,1,4,4,4,4,5,3,2,4,5,1,3,1,3,5,4,1,5,1,2,2,1,3,3,3,2,3,5,3,1,1,3,97.0
4,2,2,3,3,1,5,2,4,4,4,4,2,1,5,2,4,4,2,3,4,4,5,5,1,4,2,3,2,5,4,1,5,2,5,1,2,5,1,5,116.0
5,5,5,1,2,5,4,2,1,4,4,5,2,5,4,2,4,5,1,2,3,3,1,2,1,5,2,2,3,3,2,4,4,1,3,4,2,5,2,2,93.0
3,5,3,5,1,4,2,2,2,3,2,4,1,3,4,1,4,3,1,2,3,3,3,4,2,2,1,4,4,2,2,2,2,2,2,4,3,4,2,2,105.0
3,5,3,5,1,2,3,2,1,5,3,4,1,2,2,3,3,5,2,1,3,3,3,4,2,3,1,4,2,3,1,3,3,3,3,5,3,3,2,3,105.0
3,4,5,3,2,5,1,1,1,2,1,2,3,2,5,1,5,2,3,1,3,4,1,3,2,3,1,3,2,3,1,5,1,1,1,5,1,3,1,1,101.0
3,4,3,4,3,2,4,5,1,4,1,4,3,3,2,4,2,1,2,4,2,4,4,4,1,4,2,3,1,4,1,2,4,4,3,3,2,2,4,3,119.0
3,2,2,3,3,4,3,4,3,5,4,5,4,3,2,4,3,4,3,5,3,5,3,4,1,5,4,2,2,3,4,3,4,4,3,2,3,1,4,3,110.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
1,1,3,4,3,1,1,5,3,5,4,5,1,3,3,4,1,1,5,3,1,4,4,5,1,5,5,3,1,3,3,3,2,3,3,1,1,1,5,4,113.0
1,1,3,4,4,2,2,3,5,3,4,4,5,4,3,5,2,2,2,4,2,4,2,3,1,4,4,3,3,4,3,5,3,4,3,4,2,1,4,4,111.0
5,2,5,3,3,1,4,2,4,4,5,4,3,2,5,1,4,3,4,1,2,2,5,3,1,4,2,5,3,3,2,1,5,1,5,3,3,5,1,5,108.0
4,3,5,1,4,1,5,2,5,2,4,5,4,1,4,4,4,1,4,2,1,2,5,5,1,5,4,4,1,1,4,1,2,1,4,1,4,4,2,4,109.0
1,1,5,5,3,1,1,3,1,5,5,5,5,2,1,4,2,5,1,5,1,3,5,5,1,5,5,3,3,3,5,4,5,5,3,1,3,1,5,5,106.0
1,5,5,4,1,2,2,2,1,5,2,3,2,3,4,3,5,5,2,1,1,2,4,5,1,2,1,4,3,4,1,3,4,4,1,5,4,3,3,1,100.0
1,5,1,5,5,1,1,5,5,5,1,5,1,3,5,5,1,1,3,3,1,5,1,5,1,5,3,1,1,1,3,5,5,5,5,5,5,1,5,1,109.0
3,3,1,4,2,3,3,4,2,4,1,5,2,3,2,5,1,4,2,3,2,5,3,4,2,5,1,2,3,2,3,3,2,4,4,2,2,3,5,4,120.0
5,1,3,1,1,3,5,1,4,2,5,5,4,1,4,1,5,1,5,2,1,3,3,4,1,5,1,4,1,1,4,1,1,2,5,1,1,5,1,5,113.0
2,1,5,3,3,5,3,5,3,4,5,2,3,5,1,5,1,3,1,4,3,0,2,4,1,2,5,5,1,3,3,4,3,5,1,1,3,4,5,1,126.0
4,1,5,4,2,5,4,2,2,5,2,5,5,1,2,4,2,4,1,4,2,5,3,5,1,4,2,4,2,5,2,4,2,4,4,4,5,4,3,3,106.0
5,2,5,2,4,1,5,4,5,3,5,4,3,1,5,2,5,2,3,4,3,1,5,4,1,5,4,5,1,4,4,5,4,1,5,1,2,5,1,5,103.0
3,1,4,3,4,4,3,3,3,4,2,5,5,4,2,3,1,3,3,3,2,5,4,3,2,4,4,4,4,2,3,3,3,4,3,3,3,2,3,3,113.0
1,4,1,4,1,5,4,1,4,5,5,5,2,1,5,2,5,2,5,1,1,2,1,5,1,5,1,5,4,2,1,1,4,1,1,5,5,1,1,1,97.0
3,3,4,5,2,3,2,5,5,5,2,5,2,2,2,4,3,4,3,4,1,2,5,4,1,5,4,4,3,2,3,3,3,4,2,2,5,2,4,3,108.0
3,2,1,4,3,3,5,4,3,3,2,4,3,3,2,4,2,4,2,3,2,3,3,4,2,4,3,2,2,2,2,4,3,4,2,3,3,3,4,2,115.0
4,3,4,4,2,1,4,2,3,4,4,3,2,1,4,1,4,2,4,4,2,3,5,3,2,4,1,4,1,2,3,1,5,2,4,1,5,4,2,4,114.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,146.0
4,4,2,5,1,2,4,1,1,5,4,4,2,2,5,2,4,5,3,2,2,2,3,3,1,5,1,3,1,2,1,2,3,2,3,4,4,4,1,3,103.0
1,2,5,5,2,4,2,1,1,5,3,5,2,4,5,1,3,3,3,1,3,4,3,4,2,5,5,4,4,5,3,3,3,3,2,4,5,1,1,2,94.0
3,3,4,2,4,3,4,2,4,4,4,3,2,3,4,1,3,3,3,3,3,3,4,3,2,5,1,3,1,2,2,2,3,1,4,2,3,3,2,4,108.0
1,3,4,3,4,3,5,3,3,2,3,4,3,4,5,3,4,5,2,3,4,2,1,2,5,3,5,3,2,1,4,5,5,1,5,3,5,1,1,4,100.0
3,4,4,4,2,4,4,2,3,2,4,2,4,1,4,2,4,2,4,2,4,2,3,2,4,4,4,2,5,4,3,2,1,2,3,4,4,3,2,2,111.0
4,2,2,4,4,2,3,4,4,2,3,4,4,2,2,3,2,2,0,3,1,4,4,4,1,4,5,4,2,2,4,3,2,4,3,2,2,4,4,4,117.0
2,2,2,4,4,2,4,4,2,2,2,5,3,2,2,5,2,5,4,4,2,4,4,5,1,2,4,2,1,2,2,5,2,4,2,1,2,2,4,4,119.0
3,3,2,4,4,2,2,2,2,4,3,5,4,1,2,5,3,4,5,3,2,4,5,4,1,5,2,4,2,2,2,4,2,4,3,3,4,2,4,4,110.0
3,2,3,2,1,1,2,3,4,5,1,3,2,3,2,4,2,3,3,4,2,4,3,4,1,4,1,4,3,2,4,3,2,5,4,2,4,2,5,4,120.0
1,5,5,4,2,3,1,1,1,5,5,5,1,3,5,1,4,5,4,2,3,2,4,4,1,5,1,5,1,1,1,5,1,2,1,5,1,1,1,2,84.0
1,2,4,3,4,3,3,2,3,2,2,3,2,2,5,2,4,4,2,4,3,3,3,3,1,2,1,5,2,2,3,2,2,2,3,2,3,1,2,3,112.0
4,5,1,2,2,2,4,5,4,4,4,5,3,2,2,3,2,5,4,5,2,3,4,4,2,4,3,3,1,3,1,2,5,4,1,2,4,2,5,0,148.0
3,3,4,3,2,4,3,2,4,4,2,4,4,2,1,3,1,3,4,3,2,4,5,2,2,4,3,2,1,2,3,2,2,4,3,3,2,2,3,3,121.0
2,2,5,2,1,1,2,2,1,5,4,5,3,2,5,2,4,4,1,1,1,2,5,5,1,5,1,2,1,1,1,1,1,2,5,4,1,1,1,4,106.0
3,5,3,5,1,1,4,1,1,5,4,3,3,2,4,2,5,5,1,3,2,2,4,3,1,3,1,4,1,3,1,3,3,2,3,5,2,2,1,4,104.0
1,5,1,5,1,1,1,0,4,5,5,2,1,1,5,1,5,5,4,3,1,3,5,5,1,1,1,3,1,3,3,5,5,1,5,5,1,2,1,4,81.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0
2,3,2,4,2,4,4,2,3,5,1,5,4,5,1,4,1,5,2,5,3,5,2,5,2,5,4,3,1,4,3,5,3,5,3,4,2,1,5,2,103.0
4,4,4,4,1,4,5,2,2,4,3,4,2,2,3,3,4,4,4,2,2,2,2,3,1,4,2,4,3,3,1,3,4,3,4,3,4,2,2,2,106.0
4,2,1,3,3,1,1,3,4,3,2,5,3,4,2,3,3,2,3,4,1,4,5,2,1,5,3,3,1,1,3,3,3,4,3,2,0,3,3,3,84.0
3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,76.0
4,3,4,4,2,3,4,2,2,4,4,4,2,3,4,1,4,4,2,4,2,2,3,3,1,3,2,4,2,2,2,2,3,2,3,4,2,5,2,3,105.0
2,1,3,3,3,4,2,5,3,5,5,2,3,2,1,4,1,3,5,3,2,3,3,3,1,5,5,3,3,4,3,4,2,5,3,1,2,1,5,5,121.0
1,3,1,4,2,3,3,5,3,3,5,4,4,4,1,5,1,4,2,3,1,5,3,3,1,4,2,4,1,1,3,3,2,5,2,4,2,1,5,2,112.0
0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,113.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104.0
5,4,2,3,3,2,5,2,5,2,4,1,3,1,5,1,1,1,5,3,1,3,4,1,1,5,2,5,1,1,3,1,4,2,5,1,2,5,2,4,121.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,134.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
5,3,5,2,3,1,5,5,5,5,5,5,2,5,1,3,5,1,5,1,1,5,5,5,1,1,3,5,1,1,3,1,1,1,5,1,1,5,1,5,113.0
1,1,3,1,1,0,0,0,0,0,5,4,2,3,2,2,0,0,0,0,2,3,2,1,0,3,0,0,0,0,4,3,2,3,3,1,0,0,0,0,84.0
3,1,3,3,5,2,3,3,3,3,5,3,5,2,2,4,1,3,5,4,1,4,4,3,3,5,1,3,1,1,3,5,4,5,3,3,3,1,5,5,116.0
4,2,4,2,4,2,4,4,4,2,2,5,4,2,2,3,2,2,2,3,2,4,4,5,1,4,4,3,1,2,4,2,2,4,0,2,2,4,3,0,80.0
2,2,4,3,2,0,0,0,0,0,3,3,3,4,4,2,0,0,0,0,3,1,2,2,3,3,0,0,0,0,2,4,2,2,1,4,0,0,0,0,119.0
3,2,5,2,3,1,4,1,3,3,1,3,3,3,5,2,5,5,3,3,3,1,4,5,3,5,5,3,1,3,5,4,3,3,5,3,3,1,1,3,101.0
1,1,3,3,4,3,1,5,1,2,1,3,5,3,1,5,2,4,5,3,2,5,5,4,1,5,2,3,1,2,3,4,3,5,3,1,1,1,4,3,121.0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,97.0
2,2,1,3,1,3,5,2,4,2,5,3,2,3,1,5,3,3,3,4,0,3,2,3,2,4,1,2,2,3,3,3,3,4,2,4,2,2,5,3,104.0
1,3,0,3,1,5,1,1,1,5,4,1,1,2,3,3,3,5,1,1,2,2,1,3,1,3,1,1,1,1,1,3,1,3,1,5,1,1,1,1,77.0
2,2,4,3,2,2,2,4,4,5,1,4,4,2,1,5,1,2,5,5,2,5,4,5,1,4,5,4,1,3,5,2,2,5,2,1,2,2,4,2,119.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0
5,3,1,5,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,5,3,3,2,0,0,0,0,0,0,3,1,3,5,0,0,0,0,0,0,119.0
3,0,3,5,1,3,2,2,2,1,2,3,2,1,2,0,5,5,2,3,1,5,2,1,2,4,1,4,2,2,1,2,3,3,2,5,2,3,2,2,143.0
2,2,5,3,3,1,3,2,1,2,5,1,2,3,5,2,5,2,2,2,3,2,5,1,2,1,2,0,3,2,3,3,4,1,3,3,4,2,4,3,103.0
5,5,4,5,1,4,3,2,1,5,4,4,1,2,5,4,5,5,3,1,1,1,4,5,3,4,1,4,1,3,1,3,4,2,4,5,3,4,4,4,92.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0
3,1,5,3,1,2,2,2,3,3,3,3,2,3,4,3,4,3,3,2,3,3,4,4,1,3,2,5,2,3,4,4,3,2,3,2,3,2,2,3,106.0
5,5,5,5,1,5,1,1,1,5,5,1,1,5,5,1,5,5,1,1,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,5,5,1,1,1,85.0
2,2,4,2,5,3,3,3,3,2,2,4,3,1,2,4,2,2,5,4,1,4,3,4,1,0,4,4,1,2,3,4,4,4,3,3,4,3,4,3,112.0
3,4,3,3,4,3,3,4,3,3,2,4,4,3,3,4,1,3,3,3,4,4,4,4,1,4,3,3,2,3,1,3,3,4,3,3,3,4,2,3,112.0
2,4,2,5,5,2,1,4,4,5,2,4,4,4,4,5,3,5,4,3,0,3,5,3,1,5,2,3,1,4,3,4,2,4,4,2,3,1,4,4,149.0
3,3,5,5,2,5,1,3,3,5,3,3,1,3,3,1,5,2,4,5,4,1,1,5,2,4,1,3,2,3,1,3,5,2,2,3,3,3,1,1,98.0
3,3,5,1,1,3,1,3,5,1,3,5,3,3,5,5,3,3,3,3,3,3,3,5,3,5,1,3,1,3,3,3,1,1,3,5,1,3,1,5,102.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0
1,5,1,5,3,1,5,5,1,5,1,5,5,1,1,5,1,5,1,5,1,5,5,1,1,5,5,5,5,4,1,1,1,5,5,5,1,1,5,0,74.0
3,5,1,5,1,1,2,1,1,5,5,5,1,3,4,4,4,3,5,1,2,2,5,4,1,5,1,5,1,3,1,3,4,3,3,5,3,1,1,5,99.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,142.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
3,3,3,4,2,1,3,4,2,4,1,4,4,2,2,3,2,4,4,4,1,5,4,4,1,5,2,3,2,2,3,4,2,5,3,3,2,2,5,4,116.0
5,4,4,4,1,1,5,1,4,4,4,5,4,1,4,2,4,4,4,4,1,2,5,4,2,5,2,3,2,2,2,1,3,1,5,1,2,5,1,5,111.0
2,2,2,4,2,2,4,4,2,4,2,2,2,4,1,4,2,4,4,4,1,4,4,4,2,5,2,2,2,3,4,3,4,4,4,2,2,2,4,4,120.0
2,2,2,4,5,2,3,5,3,2,1,5,5,2,2,5,1,3,3,5,2,5,3,5,2,5,4,1,3,2,4,3,3,5,3,3,3,2,5,2,119.0
4,2,4,3,2,2,4,2,4,4,4,4,4,4,4,2,4,4,2,3,2,2,4,4,2,4,1,4,2,3,2,2,4,2,4,2,3,4,2,4,106.0
4,3,2,2,2,2,2,3,5,4,5,5,4,1,4,5,2,4,3,2,3,5,3,3,3,5,3,3,2,3,3,2,3,4,3,2,1,2,5,3,117.0
2,0,1,2,5,2,2,5,4,2,1,4,5,2,1,5,2,3,4,4,1,4,4,4,2,4,4,4,2,3,3,2,2,5,2,2,2,1,5,4,118.0
1,3,5,3,5,5,3,5,5,5,5,5,5,3,1,1,1,3,1,5,3,5,3,5,5,5,3,3,1,3,5,3,3,5,3,1,1,1,5,3,108.0
3,1,2,2,3,4,4,4,3,3,1,5,4,3,2,4,2,2,2,2,0,2,2,3,2,2,3,4,2,5,4,3,2,4,2,1,3,2,4,2,104.0
4,4,1,3,0,3,3,2,1,4,2,5,4,4,1,3,2,5,3,3,2,4,4,4,1,5,4,3,3,3,4,5,5,5,3,2,3,1,2,3,136.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0
1,3,5,3,4,1,2,3,5,3,5,4,4,2,5,2,5,1,4,4,2,1,5,4,1,5,3,5,3,5,4,5,2,2,5,4,2,2,1,5,97.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,144.0
5,3,2,3,2,1,3,2,5,3,4,3,2,2,4,2,4,2,5,2,1,2,5,5,1,5,2,3,2,3,4,3,5,2,5,3,3,5,1,5,110.0
3,2,3,3,4,3,3,5,3,2,5,3,2,3,3,5,3,3,3,1,2,3,5,4,4,5,2,3,1,2,1,5,3,5,3,2,1,3,5,3,109.0
2,2,1,2,4,2,2,4,2,3,2,4,4,2,2,3,2,4,4,4,2,5,4,4,2,4,3,2,2,2,3,2,4,4,3,2,2,2,4,2,123.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,83.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0
1,2,2,3,3,1,3,4,2,5,1,4,3,3,2,5,3,3,3,5,2,3,5,4,1,5,2,3,3,2,4,5,1,5,5,1,5,1,5,5,119.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0
3,5,2,4,1,1,4,2,4,5,4,4,1,1,5,4,5,2,5,2,1,1,5,4,1,5,1,5,2,3,1,1,1,2,2,5,4,2,1,2,103.0
1,5,1,5,1,1,5,1,1,5,5,5,1,5,5,1,5,5,5,3,3,1,5,5,1,5,5,3,1,3,1,5,1,1,3,5,1,1,1,3,86.0
1,5,5,5,1,5,1,1,1,5,1,5,1,5,5,1,5,5,1,1,1,1,1,5,1,5,1,5,1,1,1,5,1,1,1,5,1,1,1,1,79.0
2,1,1,1,4,2,1,4,5,1,5,5,4,2,2,5,1,1,2,5,2,5,4,3,2,5,5,3,1,3,5,3,3,5,3,2,3,1,5,4,125.0
4,2,4,2,2,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,4,4,2,4,0,0,0,0,0,0,4,2,2,4,0,0,0,0,0,0,101.0
4,2,1,2,5,4,4,1,2,2,1,4,2,4,1,4,2,2,5,5,2,4,4,5,1,5,2,5,2,2,4,4,2,4,4,2,1,2,5,4,116.0
3,3,3,4,3,3,3,4,4,5,2,4,4,3,2,5,2,3,4,3,1,5,3,4,1,5,3,3,2,3,2,4,3,4,2,3,3,2,3,3,111.0
4,3,4,4,2,4,3,1,2,5,2,5,0,5,4,4,4,3,4,3,2,2,2,5,1,5,1,0,2,2,1,4,4,3,5,4,4,3,0,4,133.0
3,3,2,3,2,3,3,3,3,4,4,4,3,4,5,5,5,5,4,3,3,2,3,4,2,5,1,3,2,3,3,5,1,2,3,3,4,2,1,3,98.0
