math,0,1,2,3
97.0,39.0,47.0,38.0,21.0
134.0,0.0,0.0,0.0,0.0
100.0,53.0,46.0,39.0,18.0
100.0,42.0,48.0,40.0,19.0
112.0,28.0,31.0,30.0,14.0
93.0,44.0,50.0,40.0,18.0
118.0,31.0,31.0,27.0,14.0
82.0,50.0,42.0,35.0,18.0
96.0,0.0,0.0,0.0,0.0
142.0,52.0,37.0,36.0,16.0
104.0,35.0,36.0,38.0,16.0
119.0,55.0,40.0,30.0,19.0
132.0,58.0,48.0,38.0,21.0
112.0,42.0,51.0,39.0,17.0
114.0,54.0,40.0,40.0,18.0
103.0,38.0,40.0,41.0,17.0
93.0,45.0,52.0,44.0,20.0
105.0,39.0,40.0,45.0,17.0
113.0,52.0,42.0,41.0,18.0
117.0,53.0,39.0,36.0,14.0
134.0,42.0,45.0,42.0,16.0
104.0,41.0,45.0,45.0,17.0
84.0,40.0,48.0,51.0,19.0
121.0,54.0,42.0,43.0,16.0
112.0,41.0,47.0,38.0,22.0
100.0,0.0,0.0,0.0,0.0
136.0,20.0,24.0,17.0,10.0
93.0,39.0,48.0,49.0,17.0
105.0,38.0,46.0,43.0,16.0
109.0,50.0,43.0,41.0,17.0
129.0,29.0,32.0,29.0,11.0
119.0,53.0,34.0,36.0,14.0
115.0,59.0,43.0,39.0,19.0
98.0,34.0,46.0,44.0,18.0
112.0,42.0,42.0,31.0,23.0
102.0,53.0,38.0,40.0,19.0
125.0,53.0,35.0,34.0,14.0
121.0,52.0,40.0,35.0,16.0
122.0,39.0,46.0,44.0,17.0
108.0,44.0,54.0,41.0,17.0
129.0,45.0,30.0,30.0,14.0
114.0,53.0,45.0,35.0,18.0
144.0,5.0,3.0,0.0,2.0
111.0,52.0,45.0,43.0,18.0
129.0,48.0,35.0,36.0,16.0
96.0,35.0,36.0,30.0,16.0
115.0,47.0,40.0,38.0,16.0
103.0,38.0,45.0,46.0,16.0
109.0,41.0,51.0,35.0,16.0
118.0,48.0,58.0,34.0,19.0
107.0,47.0,58.0,43.0,20.0
96.0,50.0,61.0,48.0,22.0
104.0,44.0,47.0,34.0,18.0
104.0,46.0,54.0,42.0,19.0
121.0,54.0,36.0,36.0,16.0
110.0,36.0,52.0,37.0,16.0
96.0,42.0,44.0,43.0,17.0
93.0,38.0,43.0,47.0,17.0
95.0,31.0,29.0,30.0,13.0
102.0,38.0,43.0,47.0,16.0
78.0,0.0,0.0,0.0,0.0
116.0,55.0,44.0,42.0,17.0
120.0,55.0,40.0,37.0,19.0
94.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0
116.0,53.0,42.0,35.0,19.0
109.0,56.0,46.0,44.0,18.0
120.0,53.0,36.0,37.0,13.0
123.0,53.0,41.0,35.0,17.0
105.0,45.0,32.0,30.0,12.0
122.0,49.0,41.0,34.0,15.0
116.0,49.0,42.0,37.0,18.0
136.0,0.0,0.0,0.0,0.0
114.0,40.0,43.0,37.0,20.0
135.0,0.0,0.0,0.0,0.0
112.0,41.0,46.0,40.0,23.0
102.0,38.0,49.0,36.0,18.0
102.0,0.0,0.0,0.0,0.0
147.0,35.0,42.0,41.0,17.0
117.0,58.0,43.0,38.0,18.0
115.0,54.0,43.0,35.0,18.0
113.0,59.0,44.0,33.0,21.0
102.0,33.0,29.0,40.0,13.0
116.0,48.0,40.0,38.0,15.0
114.0,53.0,41.0,32.0,16.0
118.0,54.0,39.0,37.0,16.0
110.0,52.0,44.0,35.0,18.0
115.0,54.0,42.0,36.0,18.0
120.0,44.0,50.0,33.0,16.0
119.0,39.0,45.0,37.0,15.0
124.0,0.0,0.0,0.0,0.0
146.0,0.0,0.0,0.0,0.0
118.0,40.0,50.0,38.0,14.0
97.0,0.0,0.0,0.0,0.0
119.0,50.0,38.0,39.0,15.0
124.0,37.0,47.0,47.0,17.0
119.0,51.0,40.0,40.0,16.0
106.0,32.0,47.0,41.0,17.0
125.0,3.0,2.0,-1.0,1.0
108.0,45.0,50.0,37.0,19.0
146.0,36.0,44.0,43.0,15.0
122.0,36.0,43.0,34.0,13.0
118.0,52.0,41.0,36.0,16.0
108.0,50.0,41.0,40.0,16.0
146.0,14.0,13.0,8.0,6.0
145.0,15.0,14.0,13.0,6.0
91.0,37.0,45.0,45.0,19.0
113.0,51.0,39.0,34.0,18.0
118.0,49.0,42.0,36.0,17.0
134.0,42.0,28.0,28.0,12.0
144.0,52.0,40.0,38.0,16.0
110.0,59.0,46.0,43.0,20.0
136.0,16.0,15.0,12.0,4.0
107.0,53.0,45.0,42.0,20.0
83.0,38.0,46.0,42.0,19.0
123.0,52.0,40.0,36.0,15.0
105.0,0.0,0.0,0.0,0.0
98.0,38.0,44.0,46.0,15.0
92.0,62.0,39.0,31.0,18.0
117.0,51.0,42.0,35.0,17.0
105.0,36.0,35.0,35.0,16.0
97.0,0.0,0.0,0.0,0.0
109.0,55.0,46.0,43.0,19.0
103.0,39.0,43.0,45.0,17.0
113.0,58.0,44.0,42.0,19.0
106.0,58.0,41.0,39.0,19.0
117.0,55.0,41.0,39.0,17.0
101.0,0.0,0.0,0.0,0.0
119.0,53.0,39.0,31.0,17.0
115.0,48.0,42.0,39.0,17.0
121.0,0.0,0.0,0.0,0.0
102.0,41.0,54.0,36.0,20.0
112.0,54.0,45.0,41.0,19.0
119.0,48.0,39.0,35.0,16.0
150.0,16.0,15.0,13.0,6.0
112.0,43.0,53.0,41.0,17.0
95.0,46.0,51.0,48.0,20.0
73.0,0.0,0.0,0.0,0.0
115.0,52.0,43.0,37.0,18.0
124.0,36.0,43.0,43.0,17.0
131.0,49.0,37.0,28.0,15.0
142.0,34.0,40.0,43.0,20.0
104.0,38.0,40.0,41.0,18.0
83.0,19.0,20.0,18.0,8.0
110.0,37.0,43.0,44.0,15.0
96.0,41.0,44.0,47.0,18.0
110.0,56.0,46.0,43.0,19.0
105.0,37.0,37.0,37.0,15.0
107.0,38.0,47.0,37.0,17.0
110.0,38.0,40.0,37.0,21.0
109.0,54.0,34.0,30.0,15.0
117.0,38.0,52.0,37.0,16.0
120.0,52.0,37.0,37.0,18.0
81.0,8.0,9.0,4.0,3.0
101.0,38.0,36.0,34.0,17.0
141.0,0.0,0.0,0.0,0.0
122.0,0.0,0.0,0.0,0.0
90.0,1.0,2.0,1.0,1.0
113.0,54.0,48.0,39.0,20.0
137.0,0.0,0.0,0.0,0.0
119.0,46.0,39.0,36.0,14.0
106.0,44.0,51.0,38.0,18.0
107.0,39.0,45.0,46.0,14.0
119.0,52.0,41.0,36.0,17.0
129.0,22.0,22.0,21.0,10.0
125.0,53.0,39.0,40.0,15.0
102.0,64.0,49.0,47.0,22.0
90.0,37.0,46.0,48.0,18.0
109.0,36.0,40.0,39.0,15.0
81.0,26.0,27.0,22.0,13.0
112.0,41.0,47.0,36.0,14.0
122.0,49.0,38.0,38.0,14.0
107.0,32.0,39.0,43.0,14.0
88.0,0.0,0.0,0.0,0.0
116.0,39.0,47.0,46.0,19.0
96.0,60.0,54.0,50.0,22.0
100.0,49.0,55.0,48.0,25.0
120.0,50.0,39.0,39.0,15.0
103.0,40.0,44.0,44.0,15.0
109.0,58.0,47.0,38.0,19.0
117.0,53.0,41.0,32.0,18.0
144.0,15.0,14.0,13.0,6.0
146.0,15.0,14.0,13.0,6.0
147.0,0.0,0.0,0.0,0.0
78.0,3.0,6.0,4.0,2.0
117.0,33.0,34.0,39.0,13.0
114.0,40.0,47.0,40.0,18.0
122.0,40.0,46.0,42.0,17.0
99.0,36.0,39.0,41.0,17.0
137.0,0.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0,0.0
81.0,28.0,27.0,23.0,12.0
90.0,38.0,45.0,44.0,20.0
138.0,32.0,38.0,38.0,14.0
100.0,40.0,45.0,39.0,17.0
104.0,54.0,47.0,41.0,21.0
105.0,43.0,55.0,35.0,18.0
120.0,53.0,40.0,35.0,15.0
127.0,45.0,35.0,36.0,13.0
126.0,45.0,31.0,33.0,12.0
111.0,44.0,48.0,40.0,23.0
106.0,15.0,14.0,12.0,6.0
110.0,37.0,43.0,41.0,16.0
113.0,48.0,40.0,36.0,17.0
87.0,0.0,1.0,1.0,1.0
85.0,27.0,35.0,39.0,18.0
107.0,55.0,43.0,36.0,21.0
122.0,48.0,39.0,35.0,15.0
129.0,13.0,14.0,8.0,7.0
110.0,46.0,54.0,40.0,17.0
112.0,43.0,48.0,34.0,18.0
113.0,59.0,44.0,38.0,19.0
139.0,0.0,0.0,0.0,0.0
103.0,37.0,45.0,37.0,17.0
119.0,1.0,1.0,0.0,1.0
123.0,50.0,38.0,36.0,14.0
86.0,36.0,41.0,47.0,21.0
147.0,36.0,39.0,40.0,13.0
108.0,31.0,40.0,38.0,13.0
113.0,0.0,0.0,0.0,0.0
101.0,45.0,51.0,37.0,21.0
127.0,48.0,33.0,33.0,13.0
115.0,51.0,41.0,38.0,16.0
94.0,47.0,39.0,29.0,16.0
102.0,44.0,47.0,44.0,19.0
125.0,48.0,36.0,32.0,16.0
130.0,0.0,0.0,0.0,0.0
117.0,50.0,35.0,38.0,16.0
114.0,48.0,44.0,40.0,17.0
125.0,46.0,38.0,36.0,14.0
97.0,40.0,45.0,44.0,16.0
94.0,36.0,47.0,47.0,17.0
113.0,0.0,0.0,0.0,0.0
93.0,40.0,53.0,37.0,19.0
114.0,49.0,42.0,40.0,17.0
85.0,43.0,52.0,45.0,21.0
115.0,47.0,48.0,33.0,23.0
110.0,39.0,52.0,34.0,17.0
82.0,1.0,1.0,-0.0,1.0
120.0,48.0,42.0,39.0,17.0
115.0,41.0,48.0,39.0,16.0
105.0,44.0,56.0,35.0,22.0
106.0,39.0,41.0,40.0,15.0
104.0,54.0,39.0,35.0,19.0
118.0,54.0,39.0,36.0,16.0
76.0,36.0,41.0,41.0,16.0
114.0,53.0,44.0,37.0,18.0
145.0,55.0,41.0,36.0,18.0
98.0,45.0,51.0,45.0,20.0
121.0,53.0,41.0,33.0,17.0
149.0,15.0,14.0,13.0,6.0
133.0,52.0,41.0,41.0,17.0
117.0,0.0,0.0,0.0,0.0
109.0,37.0,44.0,34.0,19.0
113.0,43.0,52.0,41.0,15.0
142.0,49.0,41.0,35.0,15.0
116.0,52.0,45.0,43.0,20.0
113.0,53.0,43.0,38.0,18.0
108.0,40.0,46.0,36.0,18.0
145.0,0.0,0.0,0.0,0.0
108.0,42.0,43.0,36.0,18.0
99.0,39.0,50.0,49.0,18.0
124.0,50.0,39.0,35.0,15.0
119.0,56.0,42.0,42.0,17.0
110.0,59.0,45.0,44.0,19.0
102.0,0.0,0.0,0.0,0.0
107.0,58.0,41.0,44.0,20.0
149.0,45.0,49.0,30.0,18.0
118.0,42.0,50.0,37.0,16.0
77.0,39.0,47.0,45.0,17.0
146.0,15.0,14.0,13.0,6.0
133.0,1.0,0.0,-0.0,0.0
131.0,44.0,35.0,35.0,13.0
132.0,50.0,41.0,34.0,18.0
95.0,53.0,40.0,40.0,20.0
124.0,48.0,40.0,36.0,15.0
97.0,37.0,49.0,45.0,16.0
123.0,39.0,43.0,32.0,20.0
98.0,39.0,38.0,38.0,16.0
108.0,58.0,44.0,37.0,21.0
89.0,32.0,48.0,46.0,17.0
118.0,52.0,44.0,40.0,18.0
116.0,37.0,45.0,33.0,15.0
115.0,55.0,46.0,32.0,20.0
104.0,0.0,0.0,0.0,0.0
107.0,51.0,41.0,41.0,17.0
124.0,49.0,37.0,32.0,12.0
115.0,52.0,43.0,39.0,17.0
102.0,35.0,44.0,46.0,16.0
110.0,52.0,45.0,40.0,18.0
112.0,49.0,38.0,34.0,18.0
110.0,40.0,45.0,40.0,16.0
118.0,52.0,39.0,39.0,14.0
123.0,60.0,40.0,36.0,18.0
113.0,52.0,42.0,42.0,15.0
123.0,39.0,43.0,33.0,15.0
113.0,40.0,48.0,39.0,20.0
116.0,51.0,41.0,39.0,15.0
113.0,39.0,52.0,38.0,15.0
102.0,0.0,0.0,0.0,0.0
99.0,43.0,53.0,42.0,19.0
118.0,49.0,41.0,39.0,16.0
140.0,2.0,1.0,-1.0,1.0
120.0,52.0,42.0,35.0,16.0
91.0,44.0,48.0,50.0,17.0
99.0,38.0,43.0,43.0,16.0
96.0,45.0,49.0,44.0,21.0
114.0,43.0,50.0,30.0,20.0
116.0,51.0,41.0,34.0,17.0
101.0,50.0,40.0,35.0,17.0
124.0,0.0,0.0,0.0,0.0
97.0,39.0,48.0,45.0,18.0
104.0,40.0,52.0,38.0,17.0
125.0,51.0,38.0,37.0,15.0
99.0,51.0,29.0,26.0,15.0
115.0,32.0,40.0,36.0,14.0
98.0,0.0,0.0,0.0,0.0
119.0,42.0,55.0,41.0,18.0
125.0,55.0,37.0,34.0,15.0
111.0,29.0,37.0,34.0,14.0
124.0,0.0,0.0,0.0,0.0
114.0,52.0,40.0,38.0,17.0
123.0,49.0,37.0,32.0,16.0
97.0,56.0,48.0,47.0,20.0
76.0,33.0,45.0,45.0,16.0
84.0,58.0,46.0,40.0,18.0
110.0,41.0,45.0,38.0,16.0
99.0,46.0,37.0,35.0,15.0
103.0,35.0,42.0,40.0,18.0
124.0,51.0,36.0,40.0,16.0
108.0,48.0,60.0,36.0,21.0
111.0,35.0,41.0,42.0,14.0
94.0,39.0,38.0,44.0,16.0
133.0,0.0,0.0,0.0,0.0
147.0,50.0,33.0,29.0,17.0
132.0,0.0,0.0,0.0,0.0
91.0,39.0,39.0,46.0,17.0
118.0,51.0,38.0,34.0,17.0
118.0,53.0,44.0,37.0,17.0
101.0,40.0,53.0,39.0,17.0
75.0,0.0,0.0,0.0,0.0
114.0,43.0,52.0,29.0,16.0
137.0,51.0,43.0,42.0,18.0
109.0,54.0,39.0,35.0,19.0
145.0,11.0,12.0,10.0,4.0
113.0,51.0,41.0,40.0,15.0
84.0,48.0,41.0,34.0,16.0
96.0,46.0,45.0,35.0,20.0
70.0,33.0,36.0,31.0,14.0
125.0,57.0,41.0,36.0,16.0
100.0,63.0,47.0,45.0,21.0
87.0,42.0,44.0,51.0,19.0
117.0,47.0,41.0,39.0,16.0
102.0,54.0,45.0,45.0,20.0
84.0,57.0,45.0,43.0,20.0
121.0,0.0,0.0,0.0,0.0
124.0,50.0,40.0,35.0,15.0
119.0,51.0,39.0,40.0,15.0
147.0,15.0,14.0,13.0,6.0
83.0,14.0,14.0,12.0,6.0
77.0,51.0,42.0,37.0,16.0
139.0,33.0,43.0,40.0,16.0
117.0,57.0,42.0,36.0,19.0
111.0,56.0,45.0,42.0,18.0
95.0,39.0,44.0,46.0,18.0
143.0,33.0,33.0,33.0,14.0
97.0,45.0,45.0,36.0,18.0
94.0,39.0,48.0,44.0,19.0
143.0,15.0,14.0,13.0,6.0
109.0,50.0,44.0,41.0,17.0
122.0,54.0,43.0,33.0,17.0
106.0,38.0,42.0,38.0,13.0
126.0,0.0,0.0,0.0,0.0
99.0,39.0,40.0,42.0,19.0
107.0,54.0,46.0,39.0,20.0
101.0,40.0,48.0,42.0,18.0
97.0,0.0,0.0,0.0,0.0
115.0,35.0,36.0,35.0,14.0
130.0,50.0,33.0,25.0,16.0
115.0,50.0,41.0,40.0,17.0
112.0,51.0,46.0,40.0,19.0
118.0,53.0,40.0,38.0,15.0
123.0,57.0,42.0,35.0,17.0
112.0,61.0,43.0,37.0,20.0
115.0,34.0,41.0,38.0,13.0
103.0,38.0,46.0,46.0,16.0
111.0,48.0,40.0,40.0,16.0
101.0,38.0,41.0,41.0,16.0
106.0,40.0,49.0,35.0,18.0
115.0,56.0,44.0,43.0,18.0
126.0,34.0,37.0,30.0,12.0
100.0,48.0,54.0,36.0,19.0
99.0,35.0,35.0,43.0,16.0
143.0,2.0,4.0,4.0,0.0
107.0,39.0,41.0,39.0,17.0
90.0,0.0,0.0,0.0,0.0
123.0,47.0,36.0,37.0,14.0
108.0,9.0,12.0,12.0,5.0
114.0,51.0,42.0,38.0,18.0
114.0,53.0,44.0,34.0,19.0
141.0,0.0,0.0,0.0,0.0
114.0,38.0,46.0,38.0,20.0
105.0,36.0,48.0,44.0,18.0
125.0,37.0,43.0,36.0,18.0
120.0,49.0,41.0,32.0,17.0
139.0,42.0,49.0,45.0,18.0
84.0,37.0,42.0,36.0,15.0
93.0,38.0,34.0,39.0,17.0
100.0,37.0,47.0,46.0,15.0
116.0,33.0,41.0,39.0,13.0
106.0,57.0,44.0,46.0,19.0
74.0,8.0,9.0,4.0,4.0
126.0,0.0,0.0,0.0,0.0
105.0,37.0,38.0,35.0,17.0
118.0,46.0,38.0,38.0,15.0
104.0,43.0,46.0,39.0,18.0
138.0,56.0,43.0,40.0,19.0
114.0,54.0,42.0,37.0,18.0
112.0,53.0,35.0,34.0,17.0
110.0,51.0,44.0,42.0,17.0
93.0,41.0,43.0,45.0,18.0
75.0,0.0,0.0,0.0,0.0
106.0,46.0,52.0,44.0,19.0
131.0,0.0,0.0,0.0,0.0
133.0,0.0,0.0,0.0,0.0
105.0,38.0,42.0,45.0,16.0
89.0,0.0,0.0,0.0,0.0
122.0,0.0,0.0,0.0,0.0
147.0,15.0,14.0,13.0,6.0
87.0,43.0,48.0,51.0,20.0
117.0,54.0,43.0,40.0,18.0
112.0,37.0,44.0,35.0,15.0
94.0,33.0,39.0,41.0,13.0
77.0,8.0,10.0,5.0,4.0
94.0,39.0,42.0,45.0,18.0
107.0,53.0,44.0,38.0,20.0
113.0,53.0,41.0,37.0,18.0
131.0,51.0,37.0,28.0,16.0
88.0,0.0,0.0,0.0,0.0
100.0,41.0,42.0,39.0,18.0
125.0,50.0,39.0,29.0,18.0
123.0,56.0,40.0,33.0,17.0
126.0,45.0,37.0,35.0,13.0
116.0,49.0,43.0,40.0,17.0
99.0,50.0,44.0,40.0,18.0
139.0,0.0,0.0,0.0,0.0
118.0,47.0,41.0,39.0,16.0
99.0,36.0,48.0,48.0,14.0
85.0,37.0,39.0,41.0,14.0
145.0,12.0,10.0,8.0,7.0
126.0,52.0,40.0,28.0,18.0
97.0,38.0,45.0,46.0,17.0
121.0,59.0,41.0,34.0,19.0
86.0,52.0,40.0,41.0,16.0
127.0,0.0,0.0,0.0,0.0
88.0,1.0,3.0,1.0,2.0
120.0,48.0,41.0,36.0,17.0
112.0,51.0,44.0,40.0,16.0
122.0,54.0,36.0,34.0,17.0
119.0,1.0,1.0,0.0,1.0
87.0,44.0,53.0,32.0,18.0
110.0,9.0,11.0,6.0,5.0
115.0,46.0,36.0,37.0,16.0
118.0,47.0,40.0,38.0,16.0
99.0,43.0,48.0,46.0,18.0
143.0,4.0,5.0,3.0,4.0
120.0,52.0,43.0,38.0,17.0
102.0,36.0,47.0,46.0,16.0
124.0,48.0,37.0,36.0,15.0
81.0,51.0,39.0,36.0,18.0
136.0,50.0,38.0,35.0,17.0
117.0,49.0,41.0,37.0,18.0
116.0,49.0,40.0,39.0,17.0
138.0,37.0,43.0,39.0,14.0
113.0,53.0,46.0,34.0,19.0
107.0,59.0,41.0,43.0,20.0
117.0,50.0,41.0,38.0,16.0
121.0,48.0,32.0,25.0,16.0
94.0,34.0,42.0,44.0,16.0
108.0,38.0,46.0,44.0,16.0
109.0,58.0,46.0,41.0,20.0
105.0,49.0,57.0,40.0,19.0
133.0,40.0,42.0,47.0,17.0
89.0,0.0,0.0,0.0,0.0
111.0,42.0,51.0,39.0,17.0
123.0,58.0,40.0,35.0,17.0
98.0,61.0,48.0,41.0,22.0
118.0,42.0,50.0,40.0,16.0
79.0,17.0,21.0,18.0,7.0
125.0,49.0,37.0,31.0,18.0
90.0,35.0,43.0,44.0,18.0
124.0,58.0,44.0,36.0,19.0
100.0,51.0,44.0,43.0,17.0
120.0,2.0,1.0,-0.0,1.0
126.0,36.0,43.0,35.0,18.0
129.0,1.0,3.0,1.0,2.0
116.0,45.0,52.0,35.0,17.0
127.0,0.0,0.0,0.0,0.0
117.0,52.0,38.0,28.0,17.0
98.0,0.0,0.0,0.0,0.0
112.0,39.0,52.0,39.0,17.0
113.0,37.0,42.0,37.0,15.0
118.0,50.0,41.0,35.0,17.0
132.0,57.0,38.0,36.0,14.0
118.0,56.0,41.0,43.0,17.0
85.0,0.0,0.0,0.0,0.0
113.0,43.0,51.0,35.0,17.0
122.0,53.0,37.0,28.0,17.0
136.0,0.0,0.0,0.0,0.0
118.0,51.0,42.0,41.0,16.0
106.0,55.0,39.0,34.0,18.0
118.0,44.0,52.0,29.0,17.0
107.0,39.0,49.0,38.0,22.0
111.0,53.0,42.0,38.0,16.0
121.0,50.0,36.0,26.0,17.0
122.0,49.0,35.0,36.0,14.0
141.0,43.0,54.0,39.0,16.0
110.0,41.0,50.0,40.0,17.0
122.0,56.0,41.0,31.0,18.0
115.0,0.0,0.0,0.0,0.0
129.0,35.0,47.0,43.0,20.0
95.0,42.0,46.0,43.0,18.0
119.0,37.0,44.0,36.0,14.0
114.0,55.0,44.0,38.0,18.0
110.0,57.0,42.0,39.0,17.0
141.0,0.0,0.0,0.0,0.0
116.0,58.0,46.0,39.0,20.0
89.0,34.0,41.0,38.0,15.0
85.0,39.0,41.0,47.0,19.0
149.0,12.0,14.0,8.0,5.0
149.0,46.0,39.0,35.0,15.0
117.0,41.0,47.0,40.0,20.0
95.0,34.0,41.0,36.0,14.0
90.0,0.0,0.0,0.0,0.0
145.0,15.0,14.0,13.0,6.0
96.0,35.0,42.0,38.0,19.0
136.0,55.0,43.0,41.0,18.0
128.0,2.0,1.0,-1.0,1.0
133.0,6.0,7.0,5.0,3.0
82.0,19.0,18.0,16.0,8.0
116.0,47.0,37.0,26.0,16.0
96.0,50.0,37.0,34.0,16.0
109.0,56.0,46.0,45.0,19.0
97.0,0.0,0.0,0.0,0.0
90.0,33.0,45.0,47.0,16.0
99.0,7.0,7.0,7.0,4.0
113.0,51.0,42.0,34.0,17.0
117.0,48.0,42.0,40.0,17.0
120.0,43.0,48.0,31.0,17.0
128.0,49.0,38.0,27.0,16.0
109.0,54.0,48.0,44.0,19.0
74.0,31.0,41.0,48.0,18.0
138.0,53.0,36.0,40.0,15.0
96.0,36.0,34.0,45.0,16.0
102.0,41.0,52.0,41.0,18.0
123.0,43.0,29.0,29.0,15.0
120.0,40.0,47.0,31.0,15.0
129.0,43.0,35.0,32.0,12.0
115.0,54.0,41.0,37.0,18.0
93.0,40.0,43.0,48.0,17.0
113.0,41.0,51.0,31.0,17.0
110.0,0.0,0.0,0.0,0.0
108.0,47.0,50.0,36.0,20.0
146.0,41.0,44.0,44.0,17.0
83.0,47.0,53.0,43.0,24.0
106.0,56.0,46.0,40.0,20.0
124.0,37.0,48.0,32.0,14.0
93.0,42.0,42.0,44.0,19.0
119.0,53.0,41.0,41.0,15.0
116.0,44.0,49.0,29.0,16.0
115.0,47.0,38.0,36.0,17.0
116.0,42.0,49.0,40.0,17.0
124.0,48.0,41.0,37.0,14.0
87.0,11.0,14.0,9.0,6.0
121.0,55.0,43.0,36.0,19.0
114.0,50.0,42.0,39.0,17.0
101.0,41.0,42.0,41.0,18.0
104.0,37.0,47.0,44.0,16.0
108.0,27.0,37.0,36.0,14.0
115.0,33.0,46.0,29.0,16.0
87.0,13.0,11.0,7.0,6.0
108.0,54.0,41.0,43.0,17.0
149.0,0.0,0.0,0.0,0.0
97.0,38.0,42.0,33.0,20.0
110.0,60.0,41.0,41.0,18.0
106.0,48.0,54.0,43.0,18.0
101.0,1.0,4.0,1.0,1.0
96.0,37.0,46.0,49.0,17.0
93.0,43.0,56.0,44.0,21.0
95.0,38.0,47.0,44.0,16.0
121.0,48.0,41.0,32.0,16.0
122.0,51.0,37.0,35.0,14.0
124.0,0.0,0.0,0.0,0.0
142.0,48.0,58.0,36.0,22.0
93.0,33.0,48.0,48.0,17.0
118.0,48.0,39.0,36.0,18.0
105.0,57.0,49.0,42.0,21.0
105.0,42.0,45.0,38.0,19.0
90.0,0.0,0.0,0.0,0.0
112.0,49.0,41.0,41.0,18.0
114.0,38.0,51.0,37.0,14.0
77.0,0.0,0.0,0.0,0.0
127.0,58.0,37.0,29.0,16.0
109.0,36.0,43.0,42.0,14.0
121.0,47.0,36.0,26.0,17.0
105.0,39.0,42.0,42.0,14.0
107.0,54.0,44.0,41.0,19.0
121.0,41.0,51.0,33.0,16.0
121.0,0.0,0.0,0.0,0.0
104.0,47.0,50.0,33.0,19.0
101.0,0.0,0.0,0.0,0.0
116.0,55.0,42.0,39.0,18.0
107.0,52.0,42.0,42.0,18.0
124.0,58.0,39.0,34.0,17.0
94.0,36.0,49.0,47.0,17.0
118.0,41.0,55.0,46.0,22.0
124.0,0.0,0.0,0.0,0.0
101.0,34.0,46.0,40.0,18.0
126.0,57.0,36.0,27.0,16.0
91.0,37.0,42.0,44.0,16.0
119.0,46.0,38.0,38.0,16.0
122.0,49.0,38.0,39.0,14.0
102.0,38.0,40.0,37.0,17.0
107.0,47.0,58.0,40.0,19.0
146.0,15.0,14.0,13.0,6.0
119.0,52.0,42.0,36.0,17.0
70.0,50.0,42.0,33.0,18.0
105.0,32.0,42.0,35.0,13.0
102.0,38.0,46.0,44.0,17.0
103.0,36.0,45.0,34.0,18.0
98.0,32.0,41.0,43.0,15.0
116.0,42.0,49.0,38.0,16.0
98.0,42.0,47.0,46.0,19.0
115.0,53.0,43.0,40.0,17.0
117.0,58.0,41.0,36.0,19.0
100.0,42.0,47.0,46.0,17.0
122.0,53.0,40.0,36.0,17.0
124.0,0.0,0.0,0.0,0.0
106.0,36.0,49.0,38.0,22.0
118.0,34.0,35.0,30.0,15.0
118.0,57.0,40.0,33.0,16.0
109.0,44.0,52.0,39.0,18.0
75.0,10.0,13.0,9.0,6.0
117.0,54.0,39.0,38.0,16.0
108.0,46.0,50.0,41.0,23.0
146.0,15.0,14.0,13.0,6.0
117.0,52.0,39.0,37.0,15.0
116.0,38.0,46.0,36.0,20.0
118.0,1.0,1.0,-0.0,1.0
96.0,50.0,45.0,41.0,19.0
93.0,50.0,40.0,26.0,17.0
147.0,0.0,0.0,0.0,0.0
111.0,36.0,43.0,35.0,14.0
117.0,50.0,40.0,38.0,17.0
116.0,49.0,42.0,39.0,16.0
120.0,0.0,0.0,0.0,0.0
118.0,43.0,51.0,35.0,17.0
113.0,46.0,51.0,35.0,19.0
97.0,38.0,46.0,43.0,18.0
116.0,55.0,39.0,41.0,17.0
76.0,0.0,0.0,0.0,0.0
96.0,36.0,43.0,42.0,16.0
126.0,31.0,37.0,37.0,14.0
91.0,42.0,47.0,50.0,19.0
117.0,15.0,16.0,15.0,7.0
91.0,28.0,36.0,43.0,17.0
113.0,55.0,42.0,35.0,20.0
91.0,15.0,23.0,19.0,10.0
119.0,41.0,49.0,37.0,15.0
107.0,51.0,43.0,39.0,19.0
120.0,47.0,40.0,37.0,16.0
138.0,32.0,37.0,35.0,17.0
109.0,0.0,0.0,0.0,0.0
112.0,50.0,44.0,42.0,18.0
100.0,41.0,43.0,41.0,18.0
85.0,1.0,0.0,-0.0,0.0
141.0,36.0,41.0,41.0,17.0
117.0,53.0,40.0,32.0,19.0
128.0,16.0,16.0,13.0,6.0
112.0,0.0,0.0,0.0,0.0
108.0,53.0,41.0,39.0,17.0
119.0,53.0,41.0,33.0,19.0
110.0,50.0,44.0,42.0,15.0
107.0,53.0,42.0,38.0,21.0
123.0,47.0,41.0,39.0,15.0
111.0,44.0,47.0,35.0,25.0
102.0,40.0,43.0,27.0,20.0
102.0,54.0,48.0,46.0,20.0
115.0,53.0,45.0,34.0,18.0
143.0,0.0,0.0,0.0,0.0
114.0,43.0,51.0,40.0,17.0
93.0,51.0,38.0,33.0,15.0
98.0,44.0,48.0,44.0,18.0
117.0,53.0,41.0,39.0,16.0
119.0,62.0,42.0,35.0,19.0
87.0,45.0,49.0,48.0,19.0
119.0,49.0,40.0,39.0,15.0
144.0,0.0,0.0,0.0,0.0
93.0,43.0,50.0,46.0,21.0
